body,city,company,country,expired,index_url,job_title,listing_url,location,post_date,state,status_code,summary,views
"YOU ARE:
AudienceScience is seeking a talented addition to the AudienceScience Labs. You will be responsible for driving innovation to strengthen product development for AudienceScienceÂ® Helios, a global real-time media buying and behavioral targeting technology. We currently handle upwards of 70 billion requests per day, aggregating all of this data on our Hadoop clusters.

This role requires an innovative and disciplined Data Scientist with demonstrated experience in advanced analytics, data mining, conceptualization as well as excellent communication skills and a scientific way of thinking.

WE ARE:
AudienceScience is a global software and services company transforming digital advertising for brand advertisers. We have developed the worldâs most effective enterprise advertising software that global brands trust to plan, activate, and analyze addressable media globally, AudienceScienceÂ® Helios. With industry-leading audience targeting, data segmentation, a combined DSP/DMP, and comprehensive analytics, AudienceScience enables brands to take full ownership of their marketing and helps them navigate the complexity of programmatic advertising with full transparency at scale globally.

RESPONSIBILITIES:
Bring significant practical benefits to AudienceScience through research, extensive analytics, and recommendations to influence efficiency maximization across AudienceScienceÂ® Helios

Gain essential knowledge on the companyâs available data, data structures and processing workflows
Provide deep and meaningful understanding of internal business trends and provide strategic recommendations to optimize system efficiency
Derive important business insights from existing data to assist internal stakeholders in decision making, new product development, impact analysis, etc
Perform analysis on system changes and their impact on various business metrics
Perform price and volume analysis to inform Demand and Supply Forecasting
Act as a subject matter expert on analytical matters. Support colleagues with client-facing communication regarding statistical or analytical matters
Collaborate with other Labs members and Development to enhance the running systems and research, conceptualize, develop and test new ideas to solve critical business problems
Support Product Management and Business Development by performing vendor analysis to steer decision making
Identify new data sources that will improve real-time targeting efforts
Establish links across existing data sources and find new, interesting mashups
Collaborate closely with Product Management, Business Development, and Operations to develop new concepts and new innovative products to enhance the AudienceScienceÂ® Helios product offering
Create documentation and training material and keep it up-to-date at all times
Work in a fast-paced environment with cutting-edge technologies.

REQUIREMENTS:

Masterâs or PhD degree in applied quantitative field (Statistics, Computer Science, Economics, Mathematics, Engineering or related field) with focus in Data Mining, Advanced Analytics, and Statistics
Strong analytical, problem solving skills, technically smart, scientific way of thinking, and a drive for high quality results.
Practical experience with data mining, multivariate data analysis and predictive modeling, applied math and statistics
Experience with very large datasets a must. Knowledge of map/reduce framework (Hive/Pig other tools for accessing data in Hadoop/HBase cluster systems). Experience in cluster-based data processing (Hadoop, Pig, Hive) and/or relational databases
Experience with statistical software tools such as R
Experience with Spark, Scala, Apache Drill, Python
Knowledge of SQL, Shell scripting or other scripting languages
Ability to work independently, anticipate, plan and produce reliable and accurate results
Strong sense of responsibility and capacity for teamwork
Excellent communication skills, to both internal and external stakeholders, both oral and written, including authorship of technical documentation.

SUCCESS FACTORS:

Knowledge of digital marketing technology or other digital technology applications
Experience working on a small team where each team member has a lot of ownership and each individual can make a big impact.

",New York,AudienceScience,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=0,Data Scientist,http://www.indeed.com/viewjob?jk=9ef47ac5d9371121&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCn2NYlaC_XI9FB45ks3WkXvbrxeSLObihrK5ht2SLqcgrW3UIhx0VVoZ5YxUNOd4EI&indpubnum=942007812079380&atk=1ahcspq495sv0fa7,"New York, NY US","Tue, 22 Mar 2016 21:23:31 GMT",NY,200,"Gain essential knowledge on the company’s available data, data structures and processing workflows. Practical experience with data mining, multivariate data...",5
"Job Description

Job Description


Intelâs Corporate Quality Network (CQN) partners with development, manufacturing, and customer groups to ensure that products achieve Intel goals for quality and reliability with acceptable risk and the lowest cost possible. The Quality and Reliability Development Capabilities (QRDC) department mission is to create and deliver business processes, policies, methods and tools to enable quality and reliability throughout the Product Life Cycle. QRDC is responsible for providing core engineering and business practice competencies required to ensure quality and reliability of Intel platforms, products, and Si/package/test processes. QRDCs portfolio includes performance/power/reliability/cost modeling, optimization methods, design for test solutions, information system and automation solutions, business quality auditing/analysis, quality operating systems, influencing government regulations and industry standards, and administration of the Intel Quality Award.


Data Scientist Duties (includes but is not limited to):


- Use predictive modeling, statistics, Machine Learning, Data Mining, and other


data analysis techniques to collect, explore, and extract insights from very


large scale structured (mainly) and unstructured data.


- Assist business units with data inferences & observations while finding

- Develop software, algorithms and applications to apply mathematics to data,

- Inform, influence, support, and execute our business decisions and product


patterns, and relationships in data


perform large scale experimentation and build data driven apps to translate


data into intelligence, solve a variety of business problems and enable


business strategy


design.


- Guide junior developers with their deliverable s 

Qualifications

Qualifications


Qualified Candidates must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience listed below would be obtained through a combination of your school work/classes/research and/or relevant previous job and/or internship experiences.


Minimum Qualifications:

- PhD in Computer Science, Computer Engineering, Operations Research,


Information Systems, Statistics, or Mathematics OR a Masters Degree with


some experience in Computer Science, Operations research, math, or statics)


will also be considered.


Successful candidates will have 6 + months of work or educational experience in the following:

-Statistics and Data Analysis

- Data Mining Techniques and Tools (i.e. Bayesian analysis, SPSS, SAS, R,


JMP, RapidMiner, NLP, Python, etc)

- Knowledge of Big Data technologies such as Hadoop ecosystem

- Familiar with how to validate findings using an experimental and iterative


approach

- Programming knowledge using scripting languages such as Python, Perl,


Java, SQL 

Other Locations

USA-Oregon, Hillsboro 
Posting Statement

Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.",Phoenix,Intel,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=0,Data Scientist,http://www.indeed.com/viewjob?jk=07dfcbdfd96638db&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCn2NYlaC_XI9FB45ks3WkXvbrxeSLObihrK5ht2SLqcgrW3UIhx0VVoZ5YxUNOd4EI&indpubnum=942007812079380&atk=1ahcspq495sv0fa7,"Phoenix, AZ US","Sun, 10 Apr 2016 04:24:08 GMT",AZ,200,"Statistics and Data Analysis. Patterns, and relationships in data. Data Mining Techniques and Tools (i.e. Large scale structured (mainly) and unstructured data....",1593
"Additional Location(s) or Information: 

Job Category: Research 

Level of Experience: Experienced - Non Manager


Requisition #: R1010211 

Description:


Data Analyst - Enterprise Data Science Office

San Jose, CA


The Business Entity

The Enterprise Data Science Office is focused on the enablement of data science skill sets across Cisco, data visualization labs, igniting innovation and collaboration across the data science community @ Cisco and executing projects at the corporate level in the areas of offer lifecycle and digitization that require advanced analytics. The Enterprise Data Science Office is made up of passionate employees who are a hybrid of data scientists and program managers.


The Team

You will have the opportunity to apply advanced mathematics, programming and analytics to model Ciscoâs digital process and simulate what happens when changes are made to those processes to drive better customer experience.


Roles and Responsibilities

As a Data Analyst, you will be responsible for the programming and development of complex mathematical models that accurately represent highly complex digital processes. You will design architectures and recommend solutions for modeling and simulation environment. You will work with the enterprise team to learn, communicate and demonstrate best practices.


Minimum Qualifications

You will have at least seven years of data analytics experience working with modeling and simulation of complex systems, real-time analytical model development and working with different data science toolsets such as R, MATLAB, Python, etc. You should be an exceptional communicator and collaborator, both in-person and writing.


Desired Skills

It would be great, but not required if you have a background in Computational Engineering and Mathematics or Operations Research, programming with R, MATLAB, Python, Java or RStudio visualization libraries, D3, Tableau or practical experience with Agile product development framework, CRISP-DM.


About Cisco

The Internet of Everything is a phenomenon driving new opportunities for Cisco and it's transforming our customers' businesses worldwide. We are pioneers and have been since the early days of connectivity. Today, we are building teams that are expanding our technology solutions in the mobile, cloud, security, IT, and big data spaces, including software and consulting services. As Cisco delivers the network that powers the Internet, we are connecting the unconnected. Imagine creating unprecedented disruption. Your revolutionary ideas will impact everything from retail, healthcare, and entertainment, to public and private sectors, and far beyond. Collaborate with like-minded innovators in a fun and flexible culture that has earned Cisco global recognition as a Great Place To Work. With roughly 10 billion connected things in the world now and over 50 billion estimated in the future, your career has exponential possibilities at Cisco.


@WeAreCisco @kenpersel #modeling #simulation #DataScience #DataScientist #RProgramming #Python #HANA #MachineLearning #Statistica #TextAnalytics #hiring #jobs


Watch Video To Learn More About Cisco 

Job Type: Experienced 

Opportunity Category: Big Data, Internet of Everything, Cloud, Data Center",San Jose,"Cisco Systems, Inc.",US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=0,Data Analyst - Data Science Office,http://www.indeed.com/viewjob?jk=062e1d3d82f169b6&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCn2NYlaC_XI9FB45ks3WkXvbrxeSLObihrK5ht2SLqcgrW3UIhx0VVoZ5YxUNOd4EI&indpubnum=942007812079380&atk=1ahcspq495sv0fa7,"San Jose, CA US","Thu, 14 Apr 2016 01:50:05 GMT",CA,200,"Data Analyst - Enterprise Data Science Office. The Enterprise Data Science Office is focused on the enablement of data science skill sets across Cisco, data...",1486
"Washington Post is looking for passionate data scientists to join our Big Data Analytics team. Washington Post has huge volumes of activity data and related business data from millions of customers. We are building an integrated Big Data Platform that stores all aspects of customer profiles and activities (360-degree view of customers), contents and their metadata, and business data. Data scientist will utilize the data from the platform and design and build systems that apply machine learning, statistical modeling, NLP (Natural Language Processing), data visualization and other data science techniques to provide personalized contents and experience for customers, generate insights, improve advertisement strategies, automate processes, and help newsrooms and other business units to make data-driven decisions. This role is equal parts scientist, statistician & software developer.
Responsibilities:
As part of a project team, contribute to solving business problems by framing the problems, determining intended approach and quantitative methods, evaluating the analytical solutions to the problems, and deploying them to production
Evaluate commercial and open source techniques in Machine Learning, Data Mining, NLP, and Analytics
Build scalable and high performance Machine Learning and Data Mining algorithms
Rapidly test hypotheses by developing prototypes, running offline experiments, and online A/B tests
Generate actionable insights by analyzing large amounts of data and using analytical rigor, predictive modeling, cluster analysis, temporal analysis, social network analysis, and other techniques.
Generate reports and visualizations to provide insight into the workings of the production system
Document projects including business objective, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics. Develops materials to explain project findings. Explain findings to business audiences
Experience and Qualifications:
Masterâs degree in Computer Science or Statistics with emphasis on data mining, NLP or machine learning
5-7 years of experience in NLP system, predictive modeling, recommendations/personalization, working with Big Data using Hadoop, MongoDB, Spark, Cassandra, Splunk
Programming experience in Java, scripting tools such as Perl or Python, Hive, Pig
Experience with tools such as R, Weka, SPSS, or SAS
indvar",Washington,The Washington Post,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=0,Data Scientist,http://www.indeed.com/viewjob?jk=741ea34c19ac4491&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCn2NYlaC_XI9FB45ks3WkXvbrxeSLObihrK5ht2SLqcgrW3UIhx0VVoZ5YxUNOd4EI&indpubnum=942007812079380&atk=1ahcspq495sv0fa7,"Washington, DC US","Fri, 25 Mar 2016 02:13:12 GMT",DC,200,"Data scientist will utilize the data from the platform and design and build systems that apply machine learning, statistical modeling, NLP (Natural Language...",41
"Applied Machine Learning (Job Number: 418550)

Description:
SAIC is seeking a hard charging Technical Systems Engineering and Technical Assistance (SETA) with a great range of expertise across the fields of applied machine learning and computer vision (image processing) to support a Government Program Manager.

Highlighted expertise areas are in computer science, electro-optical, multi-spectral, and satellites. Key duties/responsibilities include, but are not limited to:


Directly assist and support Government leadership in all technical aspects of managing multiple research and development (R&D) projects and contracts, to include providing expert technical advice and insights about relevant technologies.
Analyze technical data deliverables and publications from development contractors to assess the significance of their results and identify technical issues.
Provide coordination and technical oversight of testing and evaluation of Program efforts / deliverables by development contractors, to include analysis of data and results.
Provide independent review and summary of current technical literature, including surveys and summaries of relevant Government, academic, and contracted research.
Provide technical and programmatic support for emerging concepts, studies, projects, technologies and other work in related areas.
Draft summary briefings and reports and support periodic reviews and impromptu reporting requirements.
Analyze and resolve financial and programmatic issues in collaboration with a program analyst.
In addition to the level of effort support to the program, support may be required for seedling projects and other program related activities.
College Park, MD

Qualifications:Required Qualifications:

Bachelors Degree
14 years of work experience.
At least 5 years of experience in applied machine learning
At least 3 years of experience with computer vision and image processing
At least 3 years of experience with electro-optical and multi-spectral data
At least 1 year of experience with synthetic aperture radar
At least 1 year of experience with satellites
Active TS SCI w/Poly clearance.

Desired Qualifications:

PhD with 9 years of experience.
At least 5 years of experience working with satellites
At least 5 years of experience working with synthetic aperture radar
Experience with transition partners
Experience with the Intelligence Community
Experience with test and evaluation teams
Experience working on advance R&D programs

TYPICAL EDUCATION AND EXPERIENCE: Bachelors and fourteen (14) years or more experience; Masters and twelve (12) years or more experience; PhD or JD and nine (9) years or more experience SAIC Overview: SAIC is a leading provider of technical, engineering and enterprise information technology services to the U.S. government. Our 13,000 employees deliver systems engineering and information technology offerings for large, complex government programs, as well as a broad range of higher-end, differentiated technology services. The company is headquartered in McLean, Va. For more information, visit www.saic.com.

EOE AA M/F/Vet/Disability

Job Posting: Apr 26, 2016, 3:51:00 PM
Primary Location: United States-MD-COLLEGE PARK
Clearance Level Must Currently Possess: Top Secret/SCI with Polygraph
Clearance Level Must Be Able to Obtain: None
Potential for Teleworking: No
Travel: None
Shift: Day Job
Schedule: Full-time",College Park,SAIC,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,Applied Machine Learning Job,http://www.indeed.com/viewjob?jk=7ddeb468aba7da34&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"College Park, MD US","Wed, 27 Apr 2016 04:47:50 GMT",MD,200,"Highlighted expertise areas are in computer science, electro-optical, multi-spectral, and satellites. Analyze technical data deliverables and publications from...",1215
"Description:

The National Security Sector of Leidos has a career opening for a Data Scientist in Washington DC.


PRIMARY RESPONSIBILITIES: 
â¢Perform explanatory and targeted data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. 
â¢Identify, develop and oversee application of technical approaches and methodologies for finding structure in large data sets and enabling customer-oriented analytics offerings, this may include: 
-Analyzing and modeling structured data using advanced statistical methods and implementing algorithms and software needed to perform analyses 
-Building recommendation engines, classifiers, sentiment analyzers and classifiers for unstructured and semi-structured data 
-Clustering large amount of user generated content and process data in large-scale environments using Hadoop and Spark 
-Perform machine learning, natural language, and statistical analysis methods, such as clustering and classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, multivariate regression analysis, statistical inference, neural nets, CART, Random Forest, Bayesian methods, and validation methods 
-Devise relational and statistical modeling and measuring techniques 
â¢Present to customers, as well as briefing company senior leadership


Qualifications:

BASIC QUALIFICATIONS: 
â¢Master's Degree in Computer Science, Mathematics, Applied Statistics or in ""STEM"" Majors (Science, Technology, Engineering and Math) from an accredited college or university. 
â¢Minimum of 5 years of experience with massive data sets (Big Data), with experience building analytic products. Includes statistical analyses, data visualization, data mining, and data cleansing / transformation. 
â¢Full proficiency in conducting analysis and prototyping and developing data mining solutions using analytic software packages, database, visualization, and programming environments (e.g. R, Matlab, SAS, Hadoop / Map-Reduce, Storm, Solr, Mahout; Scripting (Pig, Python, Perl, etc), C/C++, Java etc.) in Big data paradigms. 
â¢Strong mathematics, statistics, data mining, and modeling skills. 
â¢Proficiency in key statistical techniques (predictive modeling, logistic regression, decision trees, data mining methods, forecasting, neural networks and other advanced statistical and econometric techniques). 
â¢Ability to work both independently and collaboratively on a team. 
â¢Ability to communicate deep analytical results in forms that resonate with scientific and/or business collaborators, highlighting actionable insights. 
â¢Must have experience with DoD and/or IC organizations. 
â¢Currently possess an active TS/SCI with the ability to obtain a Polygraph clearance.


ADDITIONAL PREFERRED QUALIFICATIONS: 
â¢Strong oral and written communication skills, particularly with multidisciplinary staff from different organizations/functions. 
â¢Entrepreneurial inclination to discover novel opportunities for applying analytical techniques to customerâs problems 
â¢Experience with processing large amounts of data in a cloud environment 
â¢Extensive domain knowledge of current commercial capabilities and research and development activities in the data science community


Leidos Overview:

Leidos is an applied solutions company focused on markets that are seeing converging business and technological trends, and address basic, enduring human needs: defense and national security, health and life sciences, and energy, engineering and infrastructure. The Company's approximately 20,000 employees serve customers in the U.S. Department of Defense, the intelligence community, the U.S. Department of Homeland Security, other U.S. Government civil agencies and commercial health and engineering markets. Qualified women, minorities, individuals with disabilities and protected veterans are encouraged to apply. Leidos is an Equal Opportunity Employer.",Washington,Leidos,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,Data Scientist,http://www.indeed.com/viewjob?jk=dc4c11b3b9135480&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"Washington, DC US","Thu, 25 Feb 2016 05:19:57 GMT",DC,200,"Includes statistical analyses, data visualization, data mining, and data cleansing / transformation. In Big data paradigms....",162
"This position is responsible for designing and executing analytic plans to support the insight, measurement and reporting needs of MXM clients. They must interface with hosted database solutions and execute analytical projects. They are responsible for managing projects and for managing the work of junior staff.
They are responsible for working with key accounts and designing, creating and executing campaign and program reporting. They are responsible for executing testing & measurement plans to identify insights around successful tactics and opportunities for improvement. They are responsible for integrating reporting and analytics with all appropriate MXM competencies associated with their accounts. Ability to manage to a deadline is a must. They work with analysts, strategists and account staff that may be co-located or in various offices around North America.

Minimum Qualifications and Job Requirements | All must be met to be considered.

Education :
Bachelorâs degree in a social science, math or engineering field required. MA, MSc or MBA preferred with a focus on marketing or quantitative analytical fields, or equivalent training and/or experience.

Experience :
Four to six years of related experience in database marketing and analytics.
Extensive experience utilizing a variety of data types for analytic purposes including web data, CRM data, social media data, and mobile data.
Experience extracting and preparing data housed within big data technology solutions (e.g. Hadoop, Hive).
Automotive experience preferred.

Specific Knowledge, Skills and Abilities :
Knowledge of SQL databases and skill using SPSS/SAS or similar data management tools required.
Hands-on experience with at least one web analytics/reporting package (e.g. Google Analytics, Adobe Analytics).
Experience designing web site tagging solutions including implementation, QA, and maintenance of site tags.
Experience with data visualization and business intelligence tools (e.g. Tableau)
Excellent knowledge of Microsoft Office Suite of products.
Excellent project management skills.
Excellent verbal and written communication skills.
Good presentation skills.
Ability to manage multiple projects simultaneously and meet deadlines.
Proven analytical skills developed in a similar role

#MXM#",Arlington,Meredith Corporation,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,Analytics Manager,http://www.indeed.com/viewjob?jk=c59a4c01bb8e6f2c&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"Arlington, VA US","Fri, 22 Apr 2016 00:05:15 GMT",VA,200,"Extensive experience utilizing a variety of data types for analytic purposes including web data, CRM data, social media data, and mobile data....",41
"We are an early stage hyper growth startup dedicated to overturning the way the world does business travel. Our founders started websites youâve been using for years and are some of the most connected dealmakers in business. We're looking to expand quickly and hiring fantastic people to help us do it! 

We are currently seeking a Summer Data Intern to work with the Data Science team. 

THE GIG
Youâll be helping support the data analytics that make this company run â and that means that you should expect to wear lots of different hats! Some of your tasks might include:

Extracting insights from data produced by our partners
Performing statistical analyses on multi-petabyte datasets to help understand (and maybe even predict) customer behavior
Cleaning and organizing data
Doing research that helps direct our analysis efforts Expect to walk away with hands-on experience with SQL, Python, Spark, and a lot of other cutting-edge tech! 
ABOUT YOU
Data is one of your favorite things in the world!
Youâre an undergraduate student who isnât afraid of a challenge.
Youâre independent, self-motivated, and like solving open-ended problems.
You have experience working with data and, at a minimum, an understanding of basic statistics.
You have some experience with at least one scripting or programming language â big bonus points for SQL or Python.
Youâre excited to learn new tech with minimal supervision.
You have a great sense of humor and work well under pressure. ABOUT US
We work in small, super-productive teams
We encourage self expression, honesty and transparency
We move quickly and put a lot of heart into our work
We have positive attitudes and a sense of humor! WE OFFER
The opportunity to work with a great, innovative team using cutting edge tools and technologies
A chance to gain valuable hands-on experience doing big data analysis
An opportunity to cut your teeth at a real, live startup
A fun, relaxed office environment (nerf guns included!)
Paid internship
LP",Washington,"The Upside Travel Company, LLC",US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,Data Science Intern,http://www.indeed.com/viewjob?jk=58081245a4a6d32b&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"Washington, DC US","Tue, 05 Apr 2016 10:27:50 GMT",DC,200,We are currently seeking a Summer Data Intern to work with the Data Science team. Cleaning and organizing data....,
"Job Number: 01210557


Key Role:

Apply technical and analytical expertise to explore and examine data from multiple disparate sources with the goal of discovering patterns and previously hidden insights, providing a competitive advantage, or addressing a pressing business problem. Apply expertise in computer science, software development, and the latest technologies to design and implement analysis infrastructure and tools, analytic workflow processes, and complex data visualizations. Leverage an understanding of mathematical and statistical concepts, computer science, or domain to bridge the gap between technologists and mathematicians, ensuring software solutions meet analytic requirements. Interface with clients, as needed.


Job Requirements
Basic Qualifications:

-1+ years of experience with predictive analytics, biostatistics, machine learning, data mining, regression, optimization, advanced statistical modeling, or data visualization

-Experience with data analytics

-Knowledge of statistical software and programming in SAS, R, Perl, Java, or Python

-Knowledge of Hadoop and Cloud computing

-Ability to obtain a security clearance

-BS degree


Additional Qualifications:

-BS degree in Epidemiology, Biostatistics, Statistics, Biomedical Engineering, Bioinformatics, or other quantitative field with a focus on health or healthcare


Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.


Integrating the full range of consulting capabilities, Booz Allen is the one firm that helps clients solve their toughest problems, working by their side to help them achieve their missions. Booz Allen is committed to delivering results that endure.


We are proud of our diverse environment, EOE, M/F/Disability/Vet.


Job Health Analysis


Primary Location United States-Virginia-Falls Church


Travel No",Falls Church,Booz Allen Hamilton,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,"Health Data Scientist, Junior",http://www.indeed.com/viewjob?jk=75c9400d28161256&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"Falls Church, VA US","Wed, 13 Apr 2016 23:23:58 GMT",VA,200,"Experience with data analytics. 1+ years of experience with predictive analytics, biostatistics, machine learning, data mining, regression, optimization,...",863
".


Role Overview/Company Information


The Applied Intelligence branch of BAE Systems delivers solutions which help to protect and enhance the connected world. Our solutions combine large scale data exploitation, âintelligence-gradeâ security and complex services and solutions integration. We operate globally, with over 2,800 staff in 26 offices serving clients across the UK and Europe, the Americas, Asia Pacific and the Middle East. We apply intelligence to protect and enhance organizations and their IT solutions so that they can grow and prosper â from improving operational efficiency to protecting highly-classified infrastructures, safeguarding vulnerable people and catching criminals.


Job Summary


We are currently looking for a Data Science summer intern to join our Analytics Engineering team in the Washington office for 12 weeks.


We deal with cutting edge technology on a daily basis and our interns are given exposure to this at the very forefront of our business and the technology industry. Moreover, with the technology industry evolving and innovating at an exponential rate, there is no better place to embark on a career thatâs abundant with opportunity than at Applied Intelligence.


The Data Scientist intern role will undertake a mix of technical challenges and business related problems to solve. This could include projects such as exploring new ways of applying graph modeling and machine learning in social network analysis applications, automated feature discovery in large graphs, cluster and outlier detection in large graphs, or related research and exploration.


The Data Scientist intern will work closely and collaborate with BAE Data Scientists and Analytics Engineers both in Washington and the UK on real problems with real-world applications that will guide the direction and development of BAE Applied Intelligence social network analysis solutions.


Company information


We help nations, governments and businesses around the world defend themselves against cybercrime, reduce their risk in the connected world, comply with regulation, and transform their operations. We do this using our unique set of solutions, systems, experience and processes - often collecting and analysing huge volumes of data.


We employ over 4,000 people across 18 countries in the Americas, APAC, UK and EMEA


Help us secure a connected world. Apply now and be inspired.",McLean,BAE Systems Applied Intelligence,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,Data Science Intern,http://www.indeed.com/viewjob?jk=5b4be1e3849ff887&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"McLean, VA US","Fri, 15 Apr 2016 04:38:14 GMT",VA,200,We are currently looking for a Data Science summer intern to join our Analytics Engineering team in the Washington office for 12 weeks....,13
"The Manager, Reporting & Analytics leads junior team members in the development and troubleshooting support for baseline and advanced level reporting to ensure internal team success and client satisfaction. This role is also instrumental in managing and mentoring junior team members in executing reporting tasks while helping them develop professional expertise.


Responsibilities:
Key Accountabilities:

Work closely with client and internal teams
Participate in discovery and auditing process with Client Services, Metrics Strategy, Data Analytics, and possible Attribution Services people to create a measurement strategy and reporting infrastructure for all clients
Collaborate with Client Services and Products & Services teams to develop reporting templates and provide ongoing support and troubleshooting for advanced issues and improvements
Supervise team in the hands on development and maintenance of client reporting, both baseline reporting and advanced reporting
Work with D&I Development, Data Science, and Leadership teams to continuously refine and optimize reporting platforms, templates, and philosophies, staying abreast of and testing new technologies
Coordinate with other areas of D&I team including attribution, forecasting, analytics, data engineering and tagging/tracking
Responsible for direct reports including Leads, Sr. Associates and Associates, ensuring their professional development and their opportunity personal success within iProspect
Reports to Director, Reporting & Analytics

Qualifications:
Qualifications:

Team-oriented with a collaborative spirit
Exceptional attention to detail
Expert knowledge of excel (v-lookup, pivot tables, sumif)
Basic understanding of database structures
Visualization experience, ideally with Tableau or Microstrategy
Excellent communication skills both written and verbal
High levels of integrity, autonomy, and self-motivation
4-year degree required
4-5 yrs experience managing others",Fort Worth,iProspect,US,false,http://api.indeed.com/ads/apisearch?publisher=942007812079380&q=data+science&v=2&limit=25&start=25,"Manager, Reporting & Analytics",http://www.indeed.com/viewjob?jk=1dd982d2fc46692f&qd=uJ0wQTSmQs0yu93par7Vd6qsCLZX8EX93urv426uJCnv7Gwej7_PGaVxgvKnK3hEbrxeSLObihrK5ht2SLqcgpY41l4IwS7T6DStdLHaZwE&indpubnum=942007812079380&atk=1ahcsqora53umd29,"Fort Worth, TX US","Mon, 04 Apr 2016 23:56:28 GMT",TX,200,"Work with D&amp;I Development, Data Science, and Leadership teams to continuously refine and optimize reporting platforms, templates, and philosophies, staying...",11
